CITATION,EPSILON_HF,EPSILON_ND,HF176_HF177,LAND/SEA (SAMPLING),LATITUDE (MAX.),LATITUDE (MIN.),LOCATION,LOCATION COMMENT,LONGITUDE (MAX.),LONGITUDE (MIN.),ND143_ND144,PB206_PB204,PB207_PB204,PB208_PB204,ROCK NAME,ROCK TYPE,SAMPLE NAME,SAMPLING TECHNIQUE,SR87_SR86,TECTONIC SETTING,TYPE OF MATERIAL,UNIQUE_ID,Year
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],9.689339957918435,6.2032077216289165,0.283059,SUBAERIAL,38.6746,38.6746,AZORES ,,-27.16800000000001,-27.16800000000001,0.5129560000000001,19.8403,15.61,39.2114,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-K,OUTCROP,0.703652,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],10.007602949236265,6.281235491712367,0.283068,SUBAERIAL,38.7073,38.7073,AZORES ,,-27.1948,-27.1948,0.5129600000000001,19.8677,15.6091,39.2486,TRACHYTE,VOLCANIC ROCK,samp. AZ05-N,OUTCROP,0.705523,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],11.174567250739553,7.13954096262816,0.28310100000000005,SUBAERIAL,38.5601,38.5601,AZORES ,,-27.8662,-27.8662,0.513004,19.737,15.5793,38.9103,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-P,OUTCROP,0.703538,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],10.290503385964096,6.8079229397729515,0.283076,SUBAERIAL,38.547,38.547,AZORES ,,-27.8553,-27.8553,0.512987,19.5363,15.5569,38.8454,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-R,OUTCROP,0.7036439999999999,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],9.760065067100392,6.612853514565407,0.283061,SUBAERIAL,38.5482,38.5482,AZORES ,,-27.8559,-27.8559,0.512977,19.4757,15.5479,38.8144,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-U,OUTCROP,0.703627,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],9.54788973955452,6.4177840893578635,0.283055,SUBAERIAL,38.5503,38.5503,AZORES ,,-27.8571,-27.8571,0.5129670000000001,19.5365,15.5569,38.9145,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-Z,OUTCROP,0.703608,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],9.194264193644726,6.281235491712367,0.283045,SUBAERIAL,38.5479,38.5479,AZORES ,,-27.8517,-27.8517,0.5129600000000001,19.3468,15.5417,38.7487,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-AB,OUTCROP,0.703788,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],10.431953604328012,6.749402112210907,0.28308,SUBAERIAL,38.5773,38.5773,AZORES ,,-27.9213,-27.9213,0.512984,20.0923,15.6289,39.2752,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-AF,OUTCROP,0.703643,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],10.431953604328012,6.8079229397729515,0.28308,SUBAERIAL,38.591,38.591,AZORES ,,-27.9399,-27.9399,0.512987,19.9007,15.6199,39.1046,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-AG,OUTCROP,0.703705,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],6.400622380960331,4.935256457772302,0.282966,SUBAERIAL,38.6793,38.6793,AZORES ,,-28.0713,-28.0713,0.512891,19.4947,15.630999999999998,39.3232,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-AH,OUTCROP,0.7037869999999999,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],8.982088866098856,5.9106035838143525,0.283039,SUBAERIAL,38.68162,38.68162,AZORES ,,-28.204,-28.204,0.512941,20.0234,15.6212,39.3827,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-AJ,OUTCROP,0.703569,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],7.53222412787166,5.657013331042596,0.282998,SUBAERIAL,38.5502,38.5502,AZORES ,,-28.6073,-28.6073,0.5129279999999999,19.6477,15.5872,39.0091,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-AM,OUTCROP,0.703735,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],7.602949237053617,5.071805055417799,0.28300000000000003,SUBAERIAL,38.5963,38.5963,AZORES ,,-28.6045,-28.6045,0.512898,19.0905,15.6192,38.8634,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-AN,OUTCROP,0.703874,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],7.107873472779912,4.993777285334348,0.282986,SUBAERIAL,38.6159,38.6159,AZORES ,,-28.75,-28.75,0.512894,19.5222,15.639,39.26,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-AO,OUTCROP,0.703833,OCEAN ISLAND,WHOLE ROCK,,2014
 [19003] HILDENBRAND A.(2014)  [GeoReM [8009] ],7.42613646409774,5.676520273564,0.282995,SUBAERIAL,38.5528,38.5528,AZORES ,,-28.625,-28.625,0.512929,19.3262,15.5568,38.8396,NOT GIVEN,VOLCANIC ROCK,samp. AZ05-AR,OUTCROP,0.703737,OCEAN ISLAND,WHOLE ROCK,,2014
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],9.618614848736478,6.4763049169199105,0.283057,SUBAQUATIC,21.342,21.342,HAWAIIAN ISLANDS ,CONE A,159.372,159.372,0.51297,18.1602,15.4531,37.9056,THOLEIITE,VOLCANIC ROCK,samp. 252-04,dive,0.703692,OCEAN ISLAND,WHOLE ROCK,110406-252-04,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],10.714854041055846,6.632360457084648,0.283088,SUBAQUATIC,21.338,21.338,HAWAIIAN ISLANDS ,CONE B,159.395,159.395,0.5129779999999999,18.1952,15.4582,37.9288,THOLEIITE,VOLCANIC ROCK,samp. 252-10,dive,0.703693,OCEAN ISLAND,WHOLE ROCK,110410-252-10,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],11.103842141555633,6.983485422461258,0.283099,SUBAQUATIC,21.524,21.524,HAWAIIAN ISLANDS ,CONE B,159.872,159.872,0.512996,18.2386,15.4593,37.9417,THOLEIITE,VOLCANIC ROCK,samp. 297-04,dive,0.7036560000000001,OCEAN ISLAND,WHOLE ROCK,110413-297-04,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],10.538041268099967,6.5933465720440045,0.283083,SUBAQUATIC,21.526,21.526,HAWAIIAN ISLANDS ,CONE B,159.872,159.872,0.512976,18.1892,15.4578,37.929,THOLEIITE,VOLCANIC ROCK,samp. 297-07,dive,0.7037180000000001,OCEAN ISLAND,WHOLE ROCK,,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],9.90151528546431,5.8325758137309025,0.283065,SUBAQUATIC,21.526,21.526,HAWAIIAN ISLANDS ,CONE C,159.88,159.88,0.512937,18.1602,15.4549,37.9625,THOLEIITE,VOLCANIC ROCK,samp. 297-11,dive,0.703746,OCEAN ISLAND,WHOLE ROCK,,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],10.538041268099967,6.300742434231606,0.283083,SUBAQUATIC,21.528,21.528,HAWAIIAN ISLANDS ,CONE C,159.934,159.934,0.512961,18.1425,15.4549,37.8959,THOLEIITE,VOLCANIC ROCK,samp. 297-18,dive,0.7037100000000001,OCEAN ISLAND,WHOLE ROCK,110422-297-18,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],10.679491486463883,5.988631353897802,0.283087,SUBAQUATIC,21.564,21.564,HAWAIIAN ISLANDS ,AREA E,159.942,159.942,0.512945,18.1444,15.456,37.8945,THOLEIITE,VOLCANIC ROCK,samp. 297-26,dive,0.70365,OCEAN ISLAND,WHOLE ROCK,110430-297-26,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],11.457467687465426,6.8079229397729515,0.283109,SUBAQUATIC,21.082,21.082,HAWAIIAN ISLANDS ,AREA B,159.36,159.36,0.512987,18.3796,15.4674,38.024,THOLEIITE,VOLCANIC ROCK,samp. 298-07,dive,0.703589,OCEAN ISLAND,WHOLE ROCK,,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],10.89166681400976,6.768909054732309,0.283093,SUBAQUATIC,21.118,21.118,HAWAIIAN ISLANDS ,CONE D,159.3,159.3,0.512985,18.2867,15.4593,37.9587,THOLEIITE,VOLCANIC ROCK,samp. 298-20,dive,0.7036,OCEAN ISLAND,WHOLE ROCK,110436-298-20,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],11.209929805329551,6.710388227168098,0.283102,SUBAQUATIC,21.362,21.362,HAWAIIAN ISLANDS ,AREA A,159.548,159.548,0.5129819999999999,18.2408,15.4618,37.964,THOLEIITE,VOLCANIC ROCK,samp. 299-04,dive,0.703654,OCEAN ISLAND,WHOLE ROCK,110438-299-04,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],9.972240394646269,6.554332687001196,0.283067,SUBAQUATIC,21.387,21.387,HAWAIIAN ISLANDS ,AREA B,159.523,159.523,0.5129739999999999,18.2521,15.4634,37.958,THOLEIITE,VOLCANIC ROCK,samp. 299-20,dive,0.703724,OCEAN ISLAND,WHOLE ROCK,110445-299-20,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],10.608766377281926,6.8664437673349985,0.283085,SUBAQUATIC,21.387,21.387,HAWAIIAN ISLANDS ,AREA B,159.52200000000005,159.52200000000005,0.51299,18.1881,15.4564,37.8955,THOLEIITE,VOLCANIC ROCK,samp. 299-23,dive,0.7036,OCEAN ISLAND,WHOLE ROCK,110446-299-23,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],10.184415722192142,6.222714664148156,0.283073,SUBAQUATIC,21.412,21.412,HAWAIIAN ISLANDS ,AREA C,159.50799999999995,159.50799999999995,0.512957,18.1805,15.4522,37.9312,THOLEIITE,VOLCANIC ROCK,samp. 299-29,dive,0.703725,OCEAN ISLAND,WHOLE ROCK,110450-299-29,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],10.431953604328012,6.632360457084648,0.28308,SUBAQUATIC,21.436,21.436,HAWAIIAN ISLANDS ,AREA D,159.515,159.515,0.5129779999999999,18.2011,15.4592,37.9401,THOLEIITE,VOLCANIC ROCK,samp. 299-33,dive,0.7036859999999999,OCEAN ISLAND,WHOLE ROCK,110451-299-33,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],9.760065067100392,6.261728549190963,0.283061,SUBAQUATIC,21.417,21.417,HAWAIIAN ISLANDS ,CONE,159.38299999999995,159.38299999999995,0.512959,18.1925,15.4547,37.9402,THOLEIITE,VOLCANIC ROCK,samp. KS3-3,DREDGE,0.703735,OCEAN ISLAND,WHOLE ROCK,,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],13.968209063423949,7.66622841069091,0.28318000000000004,SUBAQUATIC,21.568,21.568,HAWAIIAN ISLANDS ,CONE D,159.947,159.947,0.513031,18.0967,15.4614,37.7848,"BASALT, ALKALINE",VOLCANIC ROCK,samp. 297-20,dive,0.7033119999999999,OCEAN ISLAND,WHOLE ROCK,110424-297-20,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],13.968209063423949,7.685735353210148,0.28318000000000004,SUBAQUATIC,21.572,21.572,HAWAIIAN ISLANDS ,CONE D,159.947,159.947,0.5130319999999999,18.0807,15.4571,37.7702,"BASALT, ALKALINE",VOLCANIC ROCK,samp. 297-23,dive,0.703307,OCEAN ISLAND,WHOLE ROCK,,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],10.361228495146054,7.510172870524008,0.283078,SUBAQUATIC,21.565,21.565,HAWAIIAN ISLANDS ,CONE,159.667,159.667,0.513023,18.2792,15.4542,38.0152,"BASALT, ALKALINE",VOLCANIC ROCK,samp. KS2,DREDGE,0.703216,OCEAN ISLAND,WHOLE ROCK,,2015
 [19624] GARCIA M. O.(2015)  [GeoReM [8628] ],13.862121399650032,7.705242295731553,0.283177,SUBAQUATIC,21.572,21.572,HAWAIIAN ISLANDS ,CONE D,159.947,159.947,0.513033,18.0816,15.4586,37.7737,"BASALT, ALKALINE",VOLCANIC ROCK,samp. 297-23,dive,0.7033119999999999,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],8.982088866098856,6.281235491712367,0.283039,SUBAERIAL,-23.17,-23.17,PITCAIRN-GAMBIER CHAIN ,,-135.03,-135.03,0.5129600000000001,19.198,15.562,38.979,PICRITE,VOLCANIC ROCK,samp. GAG1,OUTCROP,0.702951,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],8.274837774281238,6.066659123981253,0.283019,SUBAERIAL,-23.2,-23.2,PITCAIRN-GAMBIER CHAIN ,,-134.93,-134.93,0.512949,19.112,15.555,39.052,THOLEIITE,VOLCANIC ROCK,samp. GMP7,OUTCROP,0.703054,OCEAN ISLAND,WHOLE ROCK,7319-G7,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],8.239475219689277,6.827429882294357,0.283018,SUBAERIAL,-23.25,-23.25,PITCAIRN-GAMBIER CHAIN ,,-134.25,-134.25,0.512988,19.175,15.559,39.077,THOLEIITE,VOLCANIC ROCK,samp. GKM31,OUTCROP,0.703044,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],9.052813975280813,6.8079229397729515,0.283041,SUBAERIAL,-23.25,-23.25,PITCAIRN-GAMBIER CHAIN ,,-134.25,-134.25,0.512987,19.088,15.548,38.979,THOLEIITE,VOLCANIC ROCK,samp. GKM34,OUTCROP,0.702962,OCEAN ISLAND,WHOLE ROCK,10741-GKM34,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],8.982088866098856,6.359263261795817,0.283039,SUBAERIAL,-23.14,-23.14,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.5129640000000001,19.372,15.567,39.1,THOLEIITE,VOLCANIC ROCK,samp. GAK38,OUTCROP,0.7030430000000001,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],8.557738211007106,6.632360457084648,0.283027,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.5129779999999999,19.049,15.546,38.957,THOLEIITE,VOLCANIC ROCK,samp. GMD52,OUTCROP,0.7028989999999999,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],7.072510918187951,6.554332687001196,0.282985,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.5129739999999999,19.006,15.557,39.01,THOLEIITE,VOLCANIC ROCK,samp. GMD54,OUTCROP,0.7030350000000001,OCEAN ISLAND,WHOLE ROCK,7314-GMD54,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],6.0823593896425034,6.710388227168098,0.282957,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.5129819999999999,18.998,15.558,39.003,THOLEIITE,VOLCANIC ROCK,samp. GMD56,OUTCROP,0.703234,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],8.45165054723515,6.534825744479793,0.283024,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.5129729999999999,19.007,15.55,39.003,THOLEIITE,VOLCANIC ROCK,samp. GMD58,OUTCROP,0.70301,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],7.921212228371448,6.632360457084648,0.283009,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.5129779999999999,18.853,15.544,39.007,THOLEIITE,VOLCANIC ROCK,samp. GMD59,OUTCROP,0.70312,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],9.724702512508431,6.4763049169199105,0.28306,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.51297,18.983,15.561,38.95,PICRITE,VOLCANIC ROCK,samp. GMD60,OUTCROP,0.703226,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],9.830790176282349,6.027645238940611,0.283063,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.512947,19.201,15.571,39.158,THOLEIITE,VOLCANIC ROCK,samp. GMD61,OUTCROP,0.703203,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],8.380925438053191,6.456797974398508,0.283022,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.512969,19.087,15.561,39.051,THOLEIITE,VOLCANIC ROCK,samp. GMD62,OUTCROP,0.703078,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],8.52237565641711,6.515318801960554,0.283026,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.512972,19.075,15.550999999999998,38.99,THOLEIITE,VOLCANIC ROCK,samp. GMD64,OUTCROP,0.703246,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],7.815124564597528,5.949617468857159,0.283006,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.512943,19.072,15.56,39.049,THOLEIITE,VOLCANIC ROCK,samp. GMD66,OUTCROP,0.703183,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],8.027299892143402,6.008138296419205,0.283012,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.512946,19.162,15.559,39.095,THOLEIITE,VOLCANIC ROCK,samp. GMD67,OUTCROP,0.703054,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],9.088176529872774,6.690881284648858,0.283042,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.512981,19.026,15.562,38.975,THOLEIITE,VOLCANIC ROCK,samp. GMD68,OUTCROP,0.703295,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],8.062662446735361,6.8664437673349985,0.283013,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.51299,19.072,15.556,39.082,THOLEIITE,VOLCANIC ROCK,samp. GMD70,OUTCROP,0.7029920000000001,OCEAN ISLAND,WHOLE ROCK,7316-G70,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],6.860335590642077,5.793561928690258,0.282979,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.512935,18.861,15.567,39.184,THOLEIITE,VOLCANIC ROCK,samp. GMD71,OUTCROP,0.703105,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],7.567586682461657,6.359263261795817,0.282999,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.5129640000000001,19.162,15.562,39.133,THOLEIITE,VOLCANIC ROCK,samp. GMD72,OUTCROP,0.703078,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],7.8504871191894905,6.554332687001196,0.283007,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.5129739999999999,19.047,15.550999999999998,38.994,THOLEIITE,VOLCANIC ROCK,samp. GMD73,OUTCROP,0.702955,OCEAN ISLAND,WHOLE ROCK,7362-G-MD-73,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],9.123539084462768,6.222714664148156,0.283043,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.512957,19.038,15.558,38.929,THOLEIITE,VOLCANIC ROCK,samp. GMD74,OUTCROP,0.703221,OCEAN ISLAND,WHOLE ROCK,,2015
 [19648] DELAVAULT H.(2015)  [GeoReM [8638] ],8.027299892143402,6.359263261795817,0.283012,SUBAERIAL,-23.13,-23.13,PITCAIRN-GAMBIER CHAIN ,,-135.0,-135.0,0.5129640000000001,19.279,15.56,39.019,THOLEIITE,VOLCANIC ROCK,samp. GMD76,OUTCROP,0.702956,OCEAN ISLAND,WHOLE ROCK,,2015
 [20015] AVIADO K.(2015)  [GeoReM [8968] ],8.310200328871234,6.086166066502657,0.28302,SUBAERIAL,-77.98,-77.98,ROSS ISLAND ,"EREBUS VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP",167.02,167.02,0.51295,20.01,15.622,39.435,NOT GIVEN,VOLCANIC ROCK,samp. AW82-284,OUTCROP,0.70293,OCEAN ISLAND,WHOLE ROCK,,2015
 [20015] AVIADO K.(2015)  [GeoReM [8968] ],7.956574782961445,5.5009577908756935,0.28301,SUBAERIAL,-77.98,-77.98,ROSS ISLAND ,"EREBUS VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP",167.02,167.02,0.5129199999999999,19.995,15.628,39.425,NOT GIVEN,VOLCANIC ROCK,samp. NV17A,OUTCROP,0.70296,OCEAN ISLAND,WHOLE ROCK,,2015
 [20015] AVIADO K.(2015)  [GeoReM [8968] ],7.249323691143827,5.696027216085403,0.28299,SUBAERIAL,-77.98,-77.98,ROSS ISLAND ,"EREBUS VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP",167.02,167.02,0.51293,19.981,15.626,39.403,NOT GIVEN,VOLCANIC ROCK,samp. BFT-1,OUTCROP,0.703,OCEAN ISLAND,WHOLE ROCK,,2015
 [20015] AVIADO K.(2015)  [GeoReM [8968] ],7.249323691143827,6.086166066502657,0.28299,SUBAERIAL,-77.98,-77.98,ROSS ISLAND ,"EREBUS VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP",167.02,167.02,0.51295,19.996,15.630999999999998,39.434,NOT GIVEN,VOLCANIC ROCK,samp. BFT-2,OUTCROP,0.70303,OCEAN ISLAND,WHOLE ROCK,,2015
 [20464] CORDIER C.(2016)  [GeoReM [9473] ],7.885849673779487,4.662159262481307,0.283008,SUBAERIAL,-16.514,-16.492,SOCIETY ISLANDS ,,-151.734,-151.717,0.512877,18.9699,15.5987,38.597,BASALT,VOLCANIC ROCK,samp. BB6,OUTCROP,0.704362,OCEAN ISLAND,WHOLE ROCK,37836-BB-6,2016
 [20464] CORDIER C.(2016)  [GeoReM [9473] ],6.435984935552291,3.4527288261867377,0.282967,SUBAERIAL,-16.514,-16.492,SOCIETY ISLANDS ,,-151.734,-151.717,0.5128149999999999,19.137,15.6176,38.832,BASALT,VOLCANIC ROCK,samp. BB9G,OUTCROP,0.704583,OCEAN ISLAND,WHOLE ROCK,,2016
 [20464] CORDIER C.(2016)  [GeoReM [9473] ],9.088176529872774,5.071805055417799,0.283042,SUBAERIAL,-16.514,-16.492,SOCIETY ISLANDS ,,-151.734,-151.717,0.512898,19.0242,15.5971,38.732,BASALT,VOLCANIC ROCK,samp. BB41,OUTCROP,0.70411,OCEAN ISLAND,WHOLE ROCK,,2016
 [20464] CORDIER C.(2016)  [GeoReM [9473] ],8.345562883463195,4.662159262481307,0.283021,SUBAERIAL,-16.514,-16.492,SOCIETY ISLANDS ,,-151.734,-151.717,0.512877,18.9146,15.5822,38.613,PICRITE,VOLCANIC ROCK,samp. BB44,OUTCROP,0.704392,OCEAN ISLAND,WHOLE ROCK,,2016
 [20464] CORDIER C.(2016)  [GeoReM [9473] ],4.45568187845943,0.1755624826883055,0.282911,SUBAERIAL,-16.514,-16.492,SOCIETY ISLANDS ,,-151.734,-151.717,0.5126470000000001,19.552,15.6812,39.168,BASALT,VOLCANIC ROCK,samp. BB47,OUTCROP,0.705687,OCEAN ISLAND,WHOLE ROCK,,2016
 [20464] CORDIER C.(2016)  [GeoReM [9473] ],3.041179694820269,0.7412638157916988,0.282871,SUBAERIAL,-16.75,-16.75,SOCIETY ISLANDS ,,-151.0,-151.0,0.512676,19.1567,15.6308,39.025,PICRITE,VOLCANIC ROCK,samp. HA 17A,OUTCROP,0.7056640000000001,OCEAN ISLAND,WHOLE ROCK,,2016
 [20464] CORDIER C.(2016)  [GeoReM [9473] ],1.9449405025028643,0.1560555401669014,0.28284000000000004,SUBAQUATIC,-16.75,-16.75,SOCIETY ISLANDS ,,-151.0,-151.0,0.512646,19.1884,15.6454,39.005,BASALT,VOLCANIC ROCK,samp. HA 09,OUTCROP,0.705966,OCEAN ISLAND,WHOLE ROCK,,2016
 [20464] CORDIER C.(2016)  [GeoReM [9473] ],5.7994589529127065,2.067735907208195,0.28294899999999995,SUBAQUATIC,-16.75,-16.75,SOCIETY ISLANDS ,SOUTH HUAHINE,-151.0,-151.0,0.512744,19.1198,15.6254,39.961,BASALT,VOLCANIC ROCK,samp. HA 25,OUTCROP,0.7049449999999999,OCEAN ISLAND,WHOLE ROCK,37832-HA25,2016
 [20464] CORDIER C.(2016)  [GeoReM [9473] ],4.8800325335492145,1.4825276315833975,0.282923,SUBAQUATIC,-16.75,-16.75,SOCIETY ISLANDS ,,-151.0,-151.0,0.512714,19.127,15.6242,38.951,BASALT,VOLCANIC ROCK,samp. HA 31,OUTCROP,0.705303,OCEAN ISLAND,WHOLE ROCK,,2016
 [20464] CORDIER C.(2016)  [GeoReM [9473] ],6.365259826370333,1.384992918978543,0.282965,SUBAQUATIC,-16.75,-16.75,SOCIETY ISLANDS ,,-151.0,-151.0,0.512709,18.9819,15.6095,38.84,PICRITE,VOLCANIC ROCK,samp. HA 42,OUTCROP,0.705113,OCEAN ISLAND,WHOLE ROCK,,2016
 [20464] CORDIER C.(2016)  [GeoReM [9473] ],3.2887175769581036,0.5657013331033933,0.282878,SUBAQUATIC,-16.75,-16.75,SOCIETY ISLANDS ,NORTH HUAHINE,-151.0,-151.0,0.512667,19.0809,15.6267,38.919,BASALT,VOLCANIC ROCK,samp. HA 55,OUTCROP,0.705716,OCEAN ISLAND,WHOLE ROCK,37831-HA55,2016
 [20464] CORDIER C.(2016)  [GeoReM [9473] ],3.6423431228678935,-0.4876735630221083,0.28288800000000003,SUBAQUATIC,-16.75,-16.75,SOCIETY ISLANDS ,NORTH HUAHINE,-151.0,-151.0,0.512613,19.1825,15.6394,38.98,BASALT,VOLCANIC ROCK,samp. HA 61,OUTCROP,0.706063,OCEAN ISLAND,WHOLE ROCK,37831-HA61,2016
