Age (ka),Eccentricity,Obliquity,Precession
78634,0.019098,0.415067,4.392796
78635,0.019587,0.414676,4.125276
78636,0.020114,0.41398,3.85827
78637,0.020693,0.412994,3.593292
78638,0.021265,0.411742,3.31955
78639,0.021876,0.410258,3.049615
78640,0.02247,0.408579,2.776775
78641,0.023156,0.40675,2.499361
78642,0.023791,0.404826,2.221758
78643,0.024439,0.402858,1.942511
78644,0.025182,0.400904,1.658661
78645,0.025836,0.399027,1.375731
78646,0.026555,0.397282,1.087236
78647,0.027269,0.395725,0.80066
78648,0.028,0.394411,0.50938
78649,0.0287,0.393382,0.216455
78650,0.029432,0.392674,6.208198
78651,0.030147,0.392314,5.912223
78652,0.030886,0.392313,5.616208
78653,0.031548,0.392672,5.320744
78654,0.032295,0.393379,5.023287
78655,0.032994,0.394407,4.725843
78656,0.033647,0.395719,4.428723
78657,0.034349,0.397274,4.131827
78658,0.035037,0.399013,3.835146
78659,0.035625,0.40088,3.5377
78660,0.036313,0.402813,3.243372
78661,0.036898,0.40475,2.947428
78662,0.037505,0.406627,2.652237
78663,0.038074,0.408389,2.358385
78664,0.038602,0.409977,2.065628
78665,0.039195,0.411345,1.770877
78666,0.039622,0.412452,1.479341
78667,0.040123,0.413262,1.186438
78668,0.040597,0.413755,0.894336
78669,0.040953,0.413916,0.601847
78670,0.041355,0.41374,0.309327
78671,0.041714,0.413239,0.017732
78672,0.041986,0.412425,6.006289
78673,0.04229,0.411324,5.713713
78674,0.042501,0.409973,5.419956
78675,0.042732,0.40841,5.123949
78676,0.042892,0.406682,4.829262
78677,0.042986,0.404845,4.532687
78678,0.043162,0.402953,4.235345
78679,0.043164,0.401063,3.937528
78680,0.043213,0.399239,3.638324
78681,0.043232,0.397534,3.339806
78682,0.043187,0.396004,3.039347
78683,0.043118,0.394698,2.738015
78684,0.043031,0.393657,2.439631
78685,0.042931,0.392912,2.136592
78686,0.042762,0.392488,1.836931
78687,0.042598,0.392393,1.536932
78688,0.042418,0.392631,1.236552
78689,0.042215,0.393193,0.937669
78690,0.041936,0.394058,0.639479
78691,0.041749,0.395197,0.342585
78692,0.041459,0.396579,0.046694
78693,0.041166,0.398154,6.03489
78694,0.040897,0.399882,5.742778
78695,0.040593,0.40171,5.450843
78696,0.040262,0.403586,5.160316
78697,0.039955,0.405462,4.87282
78698,0.039599,0.407288,4.585601
78699,0.03931,0.409013,4.299568
78700,0.038895,0.410598,4.01599
78701,0.038598,0.412003,3.73334
78702,0.038261,0.413191,3.450739
78703,0.037864,0.414137,3.171123
78704,0.037559,0.414818,2.89056
78705,0.037218,0.415215,2.612996
78706,0.036852,0.415323,2.333367
78707,0.036528,0.415136,2.056827
78708,0.036188,0.414657,1.779998
78709,0.035857,0.413896,1.501621
78710,0.035522,0.412865,1.225762
78711,0.035173,0.411582,0.948832
78712,0.034927,0.410074,0.67028
78713,0.034552,0.40837,0.393314
78714,0.034269,0.406502,0.114977
78715,0.034041,0.404515,6.119351
78716,0.033702,0.402451,5.839994
78717,0.033461,0.40036,5.559543
78718,0.03322,0.398297,5.280586
78719,0.032947,0.39632,4.997246
78720,0.032702,0.394479,4.716459
78721,0.03247,0.392834,4.434718
78722,0.032218,0.391433,4.149629
78723,0.032014,0.390318,3.86809
78724,0.031729,0.389529,3.583538
78725,0.031569,0.389092,3.300406
78726,0.031316,0.389022,3.016547
78727,0.031064,0.389333,2.733906
78728,0.030903,0.39002,2.451973
78729,0.030637,0.391069,2.170355
78730,0.030417,0.392461,1.889101
78731,0.03021,0.394166,1.612277
78732,0.029982,0.396139,1.332573
78733,0.029764,0.398337,1.056867
78734,0.029545,0.400703,0.783843
78735,0.029353,0.403174,0.510255
78736,0.029162,0.405688,0.239401
78737,0.02893,0.408178,6.255378
78738,0.028811,0.410571,5.987153
78739,0.028628,0.412807,5.722888
78740,0.02848,0.414819,5.458749
78741,0.028383,0.416548,5.19749
78742,0.028322,0.417949,4.937072
78743,0.02822,0.41898,4.676211
78744,0.028251,0.419608,4.41976
78745,0.028251,0.419819,4.161325
78746,0.028317,0.419604,3.902949
78747,0.0284,0.418962,3.647506
78748,0.028554,0.417915,3.389684
78749,0.028733,0.41648,3.130331
78750,0.028928,0.41469,2.873555
78751,0.0292,0.412592,2.611806
78752,0.029518,0.410231,2.351093
78753,0.029817,0.407665,2.086965
78754,0.030201,0.404965,1.821539
78755,0.030649,0.4022,1.554549
78756,0.031036,0.399447,1.282792
78757,0.031552,0.39679,1.011096
78758,0.032041,0.394307,0.736075
78759,0.032581,0.392074,0.456924
78760,0.033133,0.390167,0.17725
78761,0.033691,0.38864,6.178682
78762,0.034361,0.387546,5.89173
78763,0.034907,0.386919,5.606629
78764,0.035572,0.38677,5.318033
78765,0.036269,0.387102,5.028276
78766,0.036887,0.387901,4.738191
78767,0.037574,0.389128,4.446929
78768,0.0383,0.390741,4.156805
78769,0.038925,0.392684,3.864511
78770,0.039658,0.394886,3.573948
78771,0.040288,0.397281,3.283893
78772,0.040989,0.399795,2.992439
78773,0.041623,0.402347,2.702747
78774,0.042228,0.40487,2.413785
78775,0.042904,0.407294,2.123511
78776,0.043469,0.40955,1.835543
78777,0.044017,0.411586,1.546298
78778,0.04462,0.413354,1.258977
78779,0.045098,0.414808,0.969855
78780,0.045577,0.415923,0.681701
78781,0.046052,0.41668,0.393884
78782,0.046455,0.417063,0.104276
78783,0.046853,0.417078,6.097897
78784,0.047179,0.416732,5.809073
78785,0.047526,0.416042,5.51736
78786,0.047797,0.415038,5.226394
78787,0.04803,0.41375,4.933978
78788,0.048241,0.412216,4.640962
78789,0.048454,0.410484,4.346715
78790,0.048509,0.4086,4.050847
78791,0.048659,0.406617,3.755617
78792,0.048713,0.404589,3.457488
78793,0.048698,0.402571,3.158899
78794,0.048715,0.400617,2.860108
78795,0.048637,0.39878,2.559969
78796,0.048571,0.397107,2.258029
78797,0.048407,0.395639,1.957365
78798,0.048251,0.394412,1.654913
78799,0.04808,0.393454,1.351652
78800,0.047795,0.392783,1.049603
78801,0.047553,0.392411,0.745795
78802,0.047274,0.392342,0.443856
78803,0.046914,0.392568,0.140244
78804,0.046587,0.393081,6.121621
78805,0.046206,0.393859,5.820984
78806,0.0458,0.394877,5.519009
78807,0.045384,0.396104,5.219753
78808,0.04488,0.397506,4.92161
78809,0.044491,0.39904,4.622522
78810,0.043907,0.400667,4.326583
78811,0.043418,0.40234,4.030896
78812,0.042919,0.404017,3.736097
78813,0.042323,0.405655,3.442931
78814,0.041771,0.407212,3.149857
78815,0.041221,0.408651,2.860437
78816,0.040609,0.409937,2.56864
78817,0.040021,0.411036,2.280093
78818,0.039385,0.411924,1.992839
78819,0.038787,0.412577,1.704348
78820,0.038138,0.412977,1.417767
78821,0.037467,0.413111,1.13218
78822,0.03686,0.412974,0.845494
78823,0.036181,0.412562,0.56059
78824,0.035492,0.411881,0.274019
78825,0.034871,0.410944,6.27344
78826,0.034196,0.40977,5.986519
78827,0.033487,0.408385,5.701105
78828,0.032873,0.406824,5.416173
78829,0.032156,0.405126,5.129083
78830,0.031526,0.403337,4.842554
78831,0.030814,0.40151,4.556231
78832,0.030163,0.399698,4.269005
78833,0.02951,0.397959,3.980761
78834,0.02878,0.396349,3.693889
78835,0.028138,0.394921,3.405604
78836,0.027467,0.393725,3.118294
78837,0.02673,0.392804,2.82968
78838,0.026063,0.39219,2.54344
78839,0.025375,0.391913,2.25733
78840,0.024631,0.391989,1.96925
78841,0.023946,0.392423,1.686904
78842,0.023219,0.393211,1.403303
78843,0.022527,0.39434,1.12011
78844,0.021781,0.395778,0.842509
78845,0.021078,0.39749,0.565591
78846,0.020412,0.399426,0.289423
78847,0.019655,0.401527,0.021381
78848,0.019003,0.403729,6.034297
78849,0.018339,0.405963,5.77339
78850,0.017674,0.408155,5.511653
78851,0.017035,0.410239,5.256761
78852,0.016488,0.412144,5.009046
78853,0.015889,0.413809,4.758872
78854,0.015409,0.415185,4.521113
78855,0.01493,0.416225,4.286713
78856,0.014553,0.416894,4.052089
78857,0.014207,0.417172,3.828449
78858,0.013931,0.417045,3.60575
78859,0.013783,0.416511,3.383991
78860,0.013664,0.415584,3.166998
78861,0.013618,0.414279,2.949113
78862,0.013777,0.412629,2.730092
78863,0.013858,0.410676,2.508779
78864,0.014141,0.408465,2.284264
78865,0.014475,0.406057,2.056742
78866,0.014867,0.403523,1.821781
78867,0.015317,0.400932,1.579179
78868,0.015859,0.398366,1.338883
78869,0.016425,0.395911,1.080806
78870,0.01703,0.393644,0.824041
78871,0.017674,0.391643,0.56126
78872,0.018374,0.389984,0.288195
78873,0.019064,0.388715,0.014237
78874,0.019765,0.387887,6.018452
78875,0.020559,0.387523,5.733514
78876,0.021277,0.387629,5.448283
78877,0.022031,0.388201,5.157656
78878,0.022822,0.389216,4.867732
78879,0.023577,0.39063,4.574817
78880,0.02432,0.392404,4.279369
78881,0.025076,0.394477,3.987576
78882,0.025804,0.396781,3.690449
78883,0.026518,0.399251,3.395328
78884,0.027194,0.401815,3.100564
78885,0.027857,0.404394,2.804997
78886,0.028544,0.406923,2.509243
78887,0.029052,0.409328,2.21419
78888,0.0297,0.411545,1.91983
78889,0.030217,0.413521,1.623501
78890,0.030672,0.415207,1.328547
78891,0.031176,0.416563,1.032699
78892,0.031577,0.417568,0.737376
78893,0.03196,0.418201,0.438967
78894,0.032306,0.418455,0.143238
78895,0.032598,0.418338,6.128001
78896,0.032915,0.417856,5.828373
78897,0.033102,0.41703,5.529442
78898,0.033295,0.415887,5.2288
78899,0.033513,0.414457,4.92647
78900,0.033562,0.412772,4.624085
78901,0.033688,0.410879,4.31942
78902,0.033739,0.408821,4.01619
78903,0.033738,0.406644,3.707958
78904,0.033694,0.404404,3.401893
78905,0.033629,0.402154,3.094539
78906,0.0335,0.399944,2.78273
78907,0.033336,0.397832,2.473847
78908,0.033089,0.395865,2.160932
78909,0.032891,0.39409,1.847713
78910,0.032551,0.392548,1.533531
78911,0.032225,0.391272,1.217352
78912,0.031888,0.390286,0.902071
78913,0.031481,0.389612,0.584388
78914,0.031053,0.38926,0.265653
78915,0.030597,0.389236,6.233563
78916,0.030161,0.389541,5.912916
78917,0.029633,0.390166,5.595078
78918,0.029103,0.391098,5.278662
78919,0.028583,0.392319,4.959216
78920,0.028016,0.393801,4.642716
78921,0.027391,0.39551,4.325228
78922,0.026821,0.397408,4.010062
78923,0.026194,0.399449,3.69364
78924,0.0255,0.401584,3.378388
78925,0.024891,0.403763,3.065601
78926,0.02416,0.405935,2.750989
78927,0.023492,0.408047,2.437298
78928,0.022745,0.410055,2.125197
78929,0.022011,0.411909,1.812385
78930,0.021309,0.413569,1.497932
78931,0.020498,0.414997,1.185382
78932,0.019767,0.416156,0.869989
78933,0.019045,0.417014,0.556423
78934,0.01823,0.417551,0.236686
78935,0.017509,0.41774,6.204522
78936,0.01677,0.41757,5.884288
78937,0.016012,0.417038,5.559601
78938,0.015304,0.416147,5.237111
78939,0.014544,0.414909,4.909093
78940,0.013913,0.413355,4.575226
78941,0.013168,0.411513,4.241119
78942,0.012518,0.40943,3.899589
78943,0.011904,0.407163,3.555289
78944,0.011254,0.404767,3.201363
78945,0.010661,0.402311,2.84094
78946,0.01012,0.399868,2.479638
78947,0.009606,0.397504,2.096186
78948,0.009161,0.395294,1.714249
78949,0.008725,0.39331,1.320821
78950,0.00847,0.391609,0.916865
78951,0.008224,0.390252,0.503119
78952,0.008043,0.389287,0.088102
78953,0.008088,0.388746,5.953557
78954,0.008097,0.388653,5.531339
78955,0.008302,0.38902,5.11479
78956,0.008542,0.38983,4.706168
78957,0.008884,0.391065,4.303793
78958,0.009349,0.392683,3.907984
78959,0.009751,0.394624,3.524687
78960,0.010321,0.396826,3.149266
78961,0.010886,0.399211,2.782456
78962,0.01144,0.401691,2.419843
78963,0.012073,0.404192,2.067914
78964,0.012694,0.406627,1.722706
78965,0.013367,0.40892,1.374585
78966,0.013996,0.411002,1.04015
78967,0.014674,0.412817,0.705632
78968,0.015412,0.414308,0.374018
78969,0.01606,0.415443,0.04731
78970,0.016756,0.416187,6.005506
78971,0.017525,0.416524,5.684844
78972,0.018149,0.416451,5.362717
78973,0.018896,0.415969,5.044956
78974,0.019542,0.415096,4.727988
78975,0.020243,0.413866,4.409714
78976,0.020903,0.412316,4.092163
78977,0.021501,0.410497,3.777695
78978,0.022209,0.408476,3.458549
78979,0.022767,0.406318,3.14254
78980,0.023345,0.404097,2.824102
78981,0.023942,0.401891,2.506687
78982,0.024441,0.399773,2.186709
78983,0.024945,0.397812,1.865945
78984,0.025426,0.396075,1.546391
78985,0.025862,0.394611,1.224032
78986,0.026303,0.393468,0.900374
78987,0.026641,0.392674,0.579514
78988,0.027061,0.392246,0.255178
78989,0.027372,0.392189,6.215793
78990,0.02766,0.392497,5.893342
78991,0.027931,0.393148,5.570483
78992,0.028207,0.394115,5.250566
78993,0.02836,0.395356,4.927122
78994,0.028539,0.396823,4.61033
78995,0.028686,0.398462,4.290854
78996,0.02874,0.400216,3.971884
78997,0.028786,0.402022,3.657656
78998,0.028758,0.403825,3.34125
78999,0.028746,0.405565,3.026113
79000,0.0286,0.407192,2.713222
79001,0.028456,0.408662,2.399494
79002,0.028302,0.409939,2.087756
79003,0.028012,0.410996,1.774519
79004,0.027756,0.411819,1.462654
79005,0.027431,0.412392,1.152881
79006,0.027055,0.412715,0.838531
79007,0.026644,0.412789,0.528477
79008,0.026185,0.412617,0.216963
79009,0.025716,0.412214,6.186921
79010,0.025185,0.411592,5.876128
79011,0.024559,0.410767,5.562377
79012,0.024041,0.409762,5.251065
79013,0.023336,0.408601,4.935474
79014,0.022649,0.407314,4.623037
79015,0.021976,0.405933,4.308726
79016,0.021172,0.404494,3.993027
79017,0.020417,0.40303,3.676804
79018,0.019535,0.401574,3.362571
79019,0.018698,0.400161,3.043837
79020,0.017798,0.398816,2.725384
79021,0.0168,0.397568,2.407252
79022,0.015874,0.39644,2.086846
79023,0.014873,0.395451,1.763502
79024,0.01379,0.39462,1.439755
79025,0.012813,0.393967,1.115391
79026,0.011702,0.393508,0.787144
79027,0.010647,0.393261,0.452502
79028,0.009533,0.393241,0.122323
79029,0.008462,0.39346,6.06607
79030,0.007367,0.393924,5.713518
79031,0.006226,0.394638,5.369276
79032,0.00516,0.395591,4.987417
79033,0.004075,0.396774,4.597488
79034,0.003002,0.398163,4.130122
79035,0.002086,0.399731,3.532278
79036,0.001497,0.401439,2.64014
79037,0.001788,0.403252,1.589931
79038,0.002608,0.405125,0.872401
79039,0.003666,0.407013,0.362583
79040,0.00479,0.408873,6.252282
79041,0.005996,0.410658,5.870849
79042,0.007179,0.412321,5.522499
79043,0.008351,0.41382,5.194916
79044,0.009598,0.415111,4.864671
79045,0.01078,0.416149,4.547897
79046,0.011947,0.4169,4.23051
79047,0.013147,0.417322,3.921507
79048,0.014334,0.417389,3.611807
79049,0.015435,0.417085,3.300684
79050,0.016613,0.416395,2.998248
79051,0.017701,0.415324,2.689664
79052,0.018829,0.413891,2.383548
79053,0.019897,0.412117,2.077509
79054,0.020952,0.410048,1.771531
79055,0.02208,0.407735,1.463343
79056,0.023047,0.405235,1.15589
79057,0.024118,0.402619,0.846988
79058,0.025168,0.399962,0.538544
79059,0.02613,0.397335,0.226205
79060,0.027152,0.394823,6.199754
79061,0.028134,0.392507,5.887739
79062,0.029087,0.390459,5.573085
79063,0.030065,0.388757,5.260639
79064,0.030945,0.387466,4.946596
79065,0.031945,0.386633,4.63099
79066,0.032783,0.386301,4.316989
79067,0.033678,0.38649,4.002374
79068,0.034572,0.387197,3.688663
79069,0.035374,0.388406,3.375238
79070,0.036192,0.390077,3.061605
79071,0.036995,0.392148,2.752336
79072,0.037757,0.394555,2.439993
79073,0.038506,0.397212,2.131359
79074,0.039209,0.40003,1.824592
79075,0.039969,0.402923,1.517359
79076,0.04063,0.405796,1.212531
79077,0.041272,0.408565,0.909883
79078,0.041995,0.411156,0.606815
79079,0.042574,0.413496,0.306372
79080,0.043208,0.415521,0.006121
79081,0.04379,0.417189,5.990598
79082,0.044355,0.418454,5.692409
79083,0.044892,0.419285,5.393196
79084,0.045387,0.419674,5.097141
79085,0.045888,0.419611,4.798643
79086,0.046324,0.419105,4.500539
79087,0.046732,0.418185,4.202922
79088,0.0471,0.416879,3.903663
79089,0.047486,0.415236,3.604269
79090,0.04772,0.413314,3.302755
79091,0.048025,0.411173,3.001588
79092,0.048279,0.408882,2.698324
79093,0.048409,0.406519,2.393277
79094,0.0486,0.404143,2.08803
79095,0.048702,0.401825,1.781145
79096,0.048789,0.399628,1.471526
79097,0.048814,0.397607,1.163475
79098,0.048793,0.395811,0.852182
79099,0.048803,0.394286,0.540899
79100,0.048691,0.393058,0.228768
79101,0.048542,0.392152,6.199386
79102,0.048455,0.391583,5.887277
79103,0.04816,0.391348,5.573226
79104,0.04796,0.39144,5.260871
79105,0.047636,0.39184,4.949058
79106,0.047292,0.392513,4.635742
79107,0.046891,0.393425,4.324624
79108,0.046415,0.394534,4.014285
79109,0.045954,0.395794,3.702994
79110,0.045366,0.397167,3.394242
79111,0.044735,0.398611,3.084783
79112,0.044153,0.400091,2.777266
79113,0.043392,0.401571,2.469567
79114,0.042659,0.403027,2.163119
79115,0.041876,0.404431,1.85767
79116,0.041034,0.405764,1.552868
79117,0.040183,0.407005,1.247924
79118,0.0392,0.408135,0.946665
79119,0.038306,0.409136,0.643463
79120,0.037265,0.409994,0.341743
79121,0.036201,0.410696,0.042927
79122,0.035148,0.411235,6.025655
79123,0.034015,0.411604,5.72812
79124,0.032826,0.411803,5.43014
79125,0.031647,0.41183,5.134928
79126,0.030419,0.411692,4.840179
79127,0.029114,0.411392,4.544934
79128,0.027845,0.410938,4.254752
79129,0.026505,0.410336,3.963574
79130,0.025174,0.409589,3.673701
79131,0.023782,0.408705,3.388654
79132,0.022418,0.40769,3.103931
79133,0.02107,0.406555,2.822487
79134,0.019641,0.405316,2.546821
79135,0.018285,0.403997,2.27256
79136,0.016972,0.402621,2.009092
79137,0.015606,0.401225,1.746321
79138,0.014344,0.399852,1.500989
79139,0.013158,0.398544,1.263535
79140,0.011983,0.397345,1.03918
79141,0.01103,0.3963,0.837643
79142,0.010127,0.395443,0.656215
79143,0.009532,0.394808,0.489358
79144,0.009115,0.394418,0.348121
79145,0.009013,0.39429,0.215649
79146,0.009243,0.394431,0.07349
79147,0.009675,0.394846,6.211784
79148,0.010397,0.395524,6.044752
79149,0.011345,0.396457,5.850136
79150,0.012343,0.397625,5.646263
79151,0.01351,0.398998,5.417206
79152,0.014775,0.400541,5.179014
79153,0.016025,0.402211,4.926121
79154,0.017332,0.403951,4.667646
79155,0.018738,0.405708,4.40229
79156,0.019991,0.407417,4.128882
79157,0.021406,0.409016,3.854506
79158,0.022703,0.410449,3.575929
79159,0.024038,0.411659,3.29314
79160,0.025352,0.412597,3.008997
79161,0.026593,0.413234,2.723719
79162,0.027936,0.413543,2.434395
79163,0.029142,0.413509,2.145384
79164,0.030337,0.413136,1.853946
79165,0.031614,0.41243,1.561737
79166,0.032735,0.411412,1.267194
79167,0.03388,0.410114,0.971918
79168,0.035025,0.408573,0.676215
79169,0.036072,0.406835,0.376768
79170,0.037152,0.404957,0.077485
79171,0.038131,0.402993,6.060339
79172,0.039134,0.401012,5.757504
79173,0.040081,0.399083,5.452813
79174,0.040939,0.397273,5.148729
79175,0.041883,0.395654,4.841359
79176,0.042675,0.394291,4.534215
79177,0.043483,0.393233,4.225168
79178,0.044242,0.392528,3.916265
79179,0.045007,0.392201,3.607055
79180,0.045647,0.392264,3.295515
79181,0.046319,0.392715,2.987269
79182,0.046954,0.393532,2.676467
79183,0.047529,0.394676,2.366704
79184,0.048067,0.396108,2.059055
79185,0.048582,0.397772,1.750174
79186,0.049086,0.399608,1.442771
79187,0.049508,0.401558,1.136993
79188,0.049916,0.403555,0.830948
79189,0.050332,0.405532,0.527557
79190,0.05063,0.407433,0.222502
79191,0.050972,0.409196,6.203969
79192,0.051251,0.410765,5.902202
79193,0.051476,0.412101,5.600189
79194,0.051714,0.413161,5.299813
79195,0.051819,0.413917,4.999802
79196,0.052052,0.414355,4.698951
79197,0.052052,0.414466,4.398848
79198,0.052124,0.414257,4.098409
79199,0.052219,0.413748,3.797575
79200,0.052129,0.412957,3.495888
79201,0.052101,0.411919,3.193959
79202,0.052038,0.410671,2.891822
79203,0.051887,0.40925,2.587062
79204,0.051772,0.4077,2.283368
79205,0.051528,0.406069,1.978058
79206,0.051337,0.404396,1.671257
79207,0.051077,0.402728,1.363823
79208,0.050719,0.401105,1.055644
79209,0.050461,0.399566,0.746594
79210,0.050025,0.398149,0.435721
79211,0.049618,0.396889,0.124756
79212,0.049198,0.395808,6.096205
79213,0.04869,0.394932,5.78362
79214,0.048188,0.394273,5.469379
79215,0.047601,0.393836,5.157079
79216,0.04706,0.393624,4.842263
79217,0.046388,0.393633,4.527566
79218,0.045716,0.393848,4.21407
79219,0.045018,0.394258,3.898323
79220,0.044294,0.394846,3.584284
79221,0.043467,0.395593,3.269167
79222,0.04267,0.396485,2.954715
79223,0.041824,0.397506,2.640561
79224,0.040917,0.398636,2.325153
79225,0.039986,0.399861,2.011888
79226,0.039027,0.40116,1.698872
79227,0.038029,0.402508,1.382905
79228,0.036969,0.403887,1.071916
79229,0.035891,0.405268,0.757918
79230,0.034811,0.406626,0.444964
79231,0.033621,0.407935,0.132338
79232,0.032441,0.40917,6.102953
79233,0.031283,0.410308,5.79106
79234,0.029953,0.41133,5.477216
79235,0.02874,0.412217,5.164835
79236,0.027416,0.412951,4.852813
79237,0.026101,0.413514,4.537159
79238,0.024756,0.413892,4.224231
79239,0.023373,0.414063,3.909194
79240,0.022032,0.414015,3.592564
79241,0.020632,0.413735,3.276453
79242,0.019174,0.413211,2.955692
79243,0.017832,0.412438,2.638261
79244,0.016374,0.411424,2.311311
79245,0.014925,0.410176,1.986606
79246,0.013539,0.40872,1.658686
79247,0.012069,0.407086,1.319034
79248,0.01067,0.405309,0.977947
79249,0.0092,0.403433,0.62686
79250,0.00783,0.401509,0.258563
79251,0.006467,0.399582,6.146882
79252,0.005071,0.397706,5.715001
79253,0.003929,0.395934,5.209591
79254,0.002958,0.394311,4.547455
79255,0.002616,0.392887,3.7013
79256,0.002992,0.391711,2.881499
79257,0.003933,0.390818,2.232067
79258,0.005136,0.39025,1.733832
79259,0.00636,0.390035,1.291298
79260,0.007666,0.390186,0.898171
79261,0.008922,0.390714,0.527245
79262,0.01028,0.391608,0.162379
79263,0.0115,0.392841,6.096191
79264,0.01275,0.394384,5.753306
79265,0.014037,0.396184,5.41108
79266,0.015211,0.398176,5.07876
79267,0.016423,0.400304,4.743965
79268,0.017575,0.402496,4.41953
79269,0.018733,0.404685,4.09134
79270,0.019829,0.406811,3.767476
79271,0.020886,0.408816,3.449274
79272,0.021939,0.410644,3.127767
79273,0.022948,0.412255,2.809754
79274,0.023869,0.413607,2.494253
79275,0.024841,0.414665,2.178573
79276,0.025701,0.415408,1.864912
79277,0.026519,0.415816,1.549506
79278,0.027324,0.415877,1.237696
79279,0.028105,0.415596,0.924912
79280,0.028749,0.414981,0.609374
79281,0.029445,0.414055,0.298621
79282,0.030048,0.412856,6.265585
79283,0.030653,0.411421,5.951667
79284,0.031173,0.409801,5.636175
79285,0.031648,0.408053,5.319742
79286,0.032203,0.406228,5.002995
79287,0.032542,0.404385,4.684448
79288,0.032966,0.402579,4.366477
79289,0.033332,0.400857,4.047177
79290,0.033618,0.399265,3.725382
79291,0.033934,0.397844,3.405632
79292,0.034132,0.396624,3.084637
79293,0.034371,0.395635,2.761191
79294,0.034521,0.394898,2.43963
79295,0.034628,0.394423,2.116652
79296,0.034778,0.394215,1.794138
79297,0.034782,0.394268,1.470496
79298,0.034797,0.394566,1.147104
79299,0.034851,0.395087,0.825609
79300,0.03475,0.395805,0.501027
79301,0.034708,0.396681,0.179024
79302,0.034583,0.39768,6.139875
79303,0.034498,0.398761,5.817577
79304,0.03436,0.399886,5.494557
79305,0.034123,0.40102,5.174345
79306,0.034042,0.402134,4.851588
79307,0.03378,0.403199,4.530295
79308,0.033563,0.404194,4.209486
79309,0.033346,0.405103,3.888035
79310,0.033075,0.405912,3.566748
79311,0.032812,0.406611,3.244412
79312,0.032526,0.407194,2.924043
79313,0.032211,0.407656,2.60189
79314,0.031931,0.407996,2.278173
79315,0.031545,0.408213,1.956553
79316,0.031246,0.40831,1.632424
79317,0.030889,0.408291,1.307524
79318,0.030504,0.408165,0.982254
79319,0.030158,0.407942,0.654484
79320,0.029822,0.407633,0.329125
79321,0.029438,0.407248,6.279697
79322,0.029086,0.406799,5.951995
79323,0.028772,0.406294,5.620384
79324,0.028426,0.405744,5.285741
79325,0.028097,0.405155,4.954029
79326,0.027766,0.404533,4.617408
79327,0.027524,0.403886,4.281066
79328,0.027182,0.403223,3.943516
79329,0.026923,0.402552,3.603279
79330,0.026685,0.401888,3.26458
79331,0.026433,0.401246,2.920676
79332,0.026217,0.400639,2.57767
79333,0.025996,0.400088,2.235436
79334,0.025856,0.399606,1.886584
79335,0.025665,0.399211,1.541235
79336,0.025518,0.398917,1.19368
79337,0.025436,0.398734,0.843607
79338,0.025328,0.39867,0.494472
79339,0.02525,0.398736,0.141707
79340,0.025249,0.398932,6.076325
79341,0.025256,0.399259,5.72206
79342,0.02527,0.399717,5.370481
79343,0.025384,0.400298,5.020416
79344,0.025455,0.400992,4.667828
79345,0.025631,0.401787,4.318395
79346,0.025746,0.402659,3.968136
79347,0.025959,0.403589,3.62073
79348,0.026191,0.404546,3.273435
79349,0.026357,0.405501,2.926215
79350,0.026614,0.406418,2.582673
79351,0.026889,0.407265,2.239872
79352,0.027111,0.408008,1.89446
79353,0.027377,0.408617,1.555797
79354,0.027644,0.409068,1.213976
79355,0.027962,0.409338,0.873847
79356,0.028211,0.409413,0.535529
79357,0.028498,0.409284,0.197399
79358,0.028875,0.408948,6.143415
79359,0.029078,0.408412,5.806635
79360,0.029434,0.407681,5.471288
79361,0.029684,0.406774,5.136357
79362,0.029973,0.405711,4.79986
79363,0.030254,0.404519,4.465742
79364,0.030455,0.403232,4.1316
79365,0.030741,0.40189,3.79608
79366,0.030943,0.400535,3.461961
79367,0.031086,0.399217,3.12683
79368,0.031319,0.397984,2.794053
79369,0.031394,0.396882,2.457236
79370,0.031486,0.395958,2.123087
79371,0.031591,0.395248,1.789189
79372,0.031571,0.394782,1.453148
79373,0.0316,0.39458,1.118532
79374,0.031511,0.394653,0.783795
79375,0.031486,0.394996,0.449702
79376,0.031381,0.395603,0.115066
79377,0.031175,0.396457,6.06558
79378,0.03108,0.39753,5.732617
79379,0.03084,0.398796,5.401522
79380,0.030587,0.400213,5.070505
79381,0.030291,0.401741,4.741223
79382,0.029974,0.403336,4.413558
79383,0.029626,0.404945,4.083649
79384,0.029177,0.40652,3.75992
79385,0.028739,0.408012,3.43355
79386,0.028285,0.409373,3.107555
79387,0.027698,0.410559,2.784677
79388,0.027161,0.411541,2.461201
79389,0.026556,0.412287,2.13754
79390,0.025854,0.412782,1.814168
79391,0.025229,0.41302,1.489897
79392,0.024448,0.412997,1.168433
79393,0.023724,0.412719,0.841082
79394,0.022906,0.412203,0.516099
79395,0.022093,0.411461,0.190116
79396,0.021289,0.41052,6.143397
79397,0.020393,0.409403,5.815301
79398,0.01949,0.408137,5.48153
79399,0.018651,0.406753,5.150505
79400,0.017692,0.405288,4.812194
79401,0.016738,0.403775,4.473125
79402,0.015798,0.402257,4.133808
79403,0.014848,0.400776,3.783874
79404,0.013849,0.399367,3.432705
79405,0.012843,0.39807,3.080001
79406,0.011895,0.396918,2.708486
79407,0.010897,0.395935,2.338626
79408,0.009944,0.395139,1.948446
79409,0.009027,0.394545,1.547645
